id,name,type_1,type_2,img_url,hp,attack,defense,speed
700,sylveon,fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/700.png,95,65,65,60
701,hawlucha,fighting,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/701.png,78,92,75,118
702,dedenne,electric,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/702.png,67,58,57,101
703,carbink,rock,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/703.png,50,50,150,50
704,goomy,dragon,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/704.png,45,50,35,40
705,sliggoo,dragon,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/705.png,68,75,53,60
706,goodra,dragon,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/706.png,90,100,70,80
707,klefki,steel,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/707.png,57,80,91,75
708,phantump,ghost,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/708.png,43,70,48,38
709,trevenant,ghost,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/709.png,85,110,76,56
710,pumpkaboo-average,ghost,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/710.png,49,66,70,51
711,gourgeist-average,ghost,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/711.png,65,90,122,84
712,bergmite,ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/712.png,55,69,85,28
713,avalugg,ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/713.png,95,117,184,28
714,noibat,flying,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/714.png,40,30,35,55
715,noivern,flying,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/715.png,85,70,80,123
716,xerneas,fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/716.png,126,131,95,99
717,yveltal,dark,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/717.png,126,131,95,99
718,zygarde-50,dragon,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/718.png,108,100,121,95
719,diancie,rock,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/719.png,50,100,150,50
720,hoopa,psychic,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/720.png,80,110,60,70
721,volcanion,fire,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/721.png,80,110,120,70
722,rowlet,grass,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/722.png,68,55,55,42
723,dartrix,grass,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/723.png,78,75,75,52
724,decidueye,grass,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/724.png,78,107,75,70
725,litten,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/725.png,45,65,40,70
726,torracat,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/726.png,65,85,50,90
727,incineroar,fire,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/727.png,95,115,90,60
728,popplio,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/728.png,50,54,54,40
729,brionne,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/729.png,60,69,69,50
730,primarina,water,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/730.png,80,74,74,60
731,pikipek,normal,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/731.png,35,75,30,65
732,trumbeak,normal,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/732.png,55,85,50,75
733,toucannon,normal,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/733.png,80,120,75,60
734,yungoos,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/734.png,48,70,30,45
735,gumshoos,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/735.png,88,110,60,45
736,grubbin,bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/736.png,47,62,45,46
737,charjabug,bug,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/737.png,57,82,95,36
738,vikavolt,bug,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/738.png,77,70,90,43
739,crabrawler,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/739.png,47,82,57,63
740,crabominable,fighting,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/740.png,97,132,77,43
741,oricorio-baile,fire,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/741.png,75,70,70,93
742,cutiefly,bug,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/742.png,40,45,40,84
743,ribombee,bug,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/743.png,60,55,60,124
744,rockruff,rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/744.png,45,65,40,60
745,lycanroc-midday,rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/745.png,75,115,65,112
746,wishiwashi-solo,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/746.png,45,20,20,40
747,mareanie,poison,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/747.png,50,53,62,45
748,toxapex,poison,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/748.png,50,63,152,35
749,mudbray,ground,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/749.png,70,100,70,45
750,mudsdale,ground,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/750.png,100,125,100,35
751,dewpider,water,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/751.png,38,40,52,27
752,araquanid,water,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/752.png,68,70,92,42
753,fomantis,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/753.png,40,55,35,35
754,lurantis,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/754.png,70,105,90,45
755,morelull,grass,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/755.png,40,35,55,15
756,shiinotic,grass,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/756.png,60,45,80,30
757,salandit,poison,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/757.png,48,44,40,77
758,salazzle,poison,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/758.png,68,64,60,117
759,stufful,normal,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/759.png,70,75,50,50
760,bewear,normal,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/760.png,120,125,80,60
761,bounsweet,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/761.png,42,30,38,32
762,steenee,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/762.png,52,40,48,62
763,tsareena,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/763.png,72,120,98,72
764,comfey,fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/764.png,51,52,90,100
765,oranguru,normal,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/765.png,90,60,80,60
766,passimian,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/766.png,100,120,90,80
767,wimpod,bug,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/767.png,25,35,40,80
768,golisopod,bug,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/768.png,75,125,140,40
769,sandygast,ghost,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/769.png,55,55,80,15
770,palossand,ghost,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/770.png,85,75,110,35
771,pyukumuku,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/771.png,55,60,130,5
772,type-null,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/772.png,95,95,95,59
773,silvally,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/773.png,95,95,95,95
774,minior-red-meteor,rock,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/774.png,60,60,100,60
775,komala,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/775.png,65,115,65,65
776,turtonator,fire,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/776.png,60,78,135,36
777,togedemaru,electric,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/777.png,65,98,63,96
778,mimikyu-disguised,ghost,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/778.png,55,90,80,96
779,bruxish,water,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/779.png,68,105,70,92
780,drampa,normal,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/780.png,78,60,85,36
781,dhelmise,ghost,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/781.png,70,131,100,40
782,jangmo-o,dragon,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/782.png,45,55,65,45
783,hakamo-o,dragon,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/783.png,55,75,90,65
784,kommo-o,dragon,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/784.png,75,110,125,85
785,tapu-koko,electric,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/785.png,70,115,85,130
786,tapu-lele,psychic,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/786.png,70,85,75,95
787,tapu-bulu,grass,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/787.png,70,130,115,75
788,tapu-fini,water,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/788.png,70,75,115,85
789,cosmog,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/789.png,43,29,31,37
790,cosmoem,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/790.png,43,29,131,37
791,solgaleo,psychic,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/791.png,137,137,107,97
792,lunala,psychic,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/792.png,137,113,89,97
793,nihilego,rock,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/793.png,109,53,47,103
794,buzzwole,bug,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/794.png,107,139,139,79
795,pheromosa,bug,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/795.png,71,137,37,151
796,xurkitree,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/796.png,83,89,71,83
797,celesteela,steel,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/797.png,97,101,103,61
798,kartana,grass,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/798.png,59,181,131,109
799,guzzlord,dark,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/799.png,223,101,53,43
800,necrozma,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/800.png,97,107,101,79
801,magearna,steel,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/801.png,80,95,115,65
802,marshadow,fighting,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/802.png,90,125,80,125
803,poipole,poison,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/803.png,67,73,67,73
804,naganadel,poison,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/804.png,73,73,73,121
805,stakataka,rock,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/805.png,61,131,211,13
806,blacephalon,fire,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/806.png,53,127,53,107
807,zeraora,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/807.png,88,112,75,143
808,meltan,steel,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/808.png,46,65,65,34
809,melmetal,steel,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/809.png,135,143,143,34
810,grookey,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/810.png,50,65,50,65
811,thwackey,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/811.png,70,85,70,80
812,rillaboom,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/812.png,100,125,90,85
813,scorbunny,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/813.png,50,71,40,69
814,raboot,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/814.png,65,86,60,94
815,cinderace,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/815.png,80,116,75,119
816,sobble,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/816.png,50,40,40,70
817,drizzile,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/817.png,65,60,55,90
818,inteleon,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/818.png,70,85,65,120
819,skwovet,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/819.png,70,55,55,25
820,greedent,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/820.png,120,95,95,20
821,rookidee,flying,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/821.png,38,47,35,57
822,corvisquire,flying,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/822.png,68,67,55,77
823,corviknight,flying,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/823.png,98,87,105,67
824,blipbug,bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/824.png,25,20,20,45
825,dottler,bug,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/825.png,50,35,80,30
826,orbeetle,bug,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/826.png,60,45,110,90
827,nickit,dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/827.png,40,28,28,50
828,thievul,dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/828.png,70,58,58,90
829,gossifleur,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/829.png,40,40,60,10
830,eldegoss,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/830.png,60,50,90,60
831,wooloo,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/831.png,42,40,55,48
832,dubwool,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/832.png,72,80,100,88
833,chewtle,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/833.png,50,64,50,44
834,drednaw,water,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/834.png,90,115,90,74
835,yamper,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/835.png,59,45,50,26
836,boltund,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/836.png,69,90,60,121
837,rolycoly,rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/837.png,30,40,50,30
838,carkol,rock,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/838.png,80,60,90,50
839,coalossal,rock,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/839.png,110,80,120,30
840,applin,grass,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/840.png,40,40,80,20
841,flapple,grass,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/841.png,70,110,80,70
842,appletun,grass,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/842.png,110,85,80,30
843,silicobra,ground,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/843.png,52,57,75,46
844,sandaconda,ground,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/844.png,72,107,125,71
845,cramorant,flying,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/845.png,70,85,55,85
846,arrokuda,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/846.png,41,63,40,66
847,barraskewda,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/847.png,61,123,60,136
848,toxel,electric,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/848.png,40,38,35,40
849,toxtricity-amped,electric,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/849.png,75,98,70,75
850,sizzlipede,fire,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/850.png,50,65,45,45
851,centiskorch,fire,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/851.png,100,115,65,65
852,clobbopus,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/852.png,50,68,60,32
853,grapploct,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/853.png,80,118,90,42
854,sinistea,ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/854.png,40,45,45,50
855,polteageist,ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/855.png,60,65,65,70
856,hatenna,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/856.png,42,30,45,39
857,hattrem,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/857.png,57,40,65,49
858,hatterene,psychic,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/858.png,57,90,95,29
859,impidimp,dark,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/859.png,45,45,30,50
860,morgrem,dark,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/860.png,65,60,45,70
861,grimmsnarl,dark,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/861.png,95,120,65,60
862,obstagoon,dark,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/862.png,93,90,101,95
863,perrserker,steel,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/863.png,70,110,100,50
864,cursola,ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/864.png,60,95,50,30
865,sirfetchd,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/865.png,62,135,95,65
866,mr-rime,ice,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/866.png,80,85,75,70
867,runerigus,ground,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/867.png,58,95,145,30
868,milcery,fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/868.png,45,40,40,34
869,alcremie,fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/869.png,65,60,75,64
870,falinks,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/870.png,65,100,100,75
871,pincurchin,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/871.png,48,101,95,15
872,snom,ice,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/872.png,30,25,35,20
873,frosmoth,ice,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/873.png,70,65,60,65
874,stonjourner,rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/874.png,100,125,135,70
875,eiscue-ice,ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/875.png,75,80,110,50
876,indeedee-male,psychic,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/876.png,60,65,55,95
877,morpeko-full-belly,electric,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/877.png,58,95,58,97
878,cufant,steel,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/878.png,72,80,49,40
879,copperajah,steel,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/879.png,122,130,69,30
880,dracozolt,electric,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/880.png,90,100,90,75
881,arctozolt,electric,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/881.png,90,100,90,55
882,dracovish,water,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/882.png,90,90,100,75
883,arctovish,water,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/883.png,90,90,100,55
884,duraludon,steel,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/884.png,70,95,115,85
885,dreepy,dragon,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/885.png,28,60,30,82
886,drakloak,dragon,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/886.png,68,80,50,102
887,dragapult,dragon,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/887.png,88,120,75,142
888,zacian,fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/888.png,92,120,115,138
889,zamazenta,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/889.png,92,120,115,138
890,eternatus,poison,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/890.png,140,85,95,130
891,kubfu,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/891.png,60,90,60,72
892,urshifu-single-strike,fighting,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/892.png,100,130,100,97
893,zarude,dark,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/893.png,105,120,105,105
894,regieleki,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/894.png,80,100,50,200
895,regidrago,dragon,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/895.png,200,100,50,80
896,glastrier,ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/896.png,100,145,130,30
897,spectrier,ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/897.png,100,65,60,130
898,calyrex,psychic,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/898.png,100,80,80,80
899,wyrdeer,normal,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/899.png,103,105,72,65
900,kleavor,bug,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/900.png,70,135,95,85
901,ursaluna,ground,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/901.png,130,140,105,50
902,basculegion-male,water,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/902.png,120,112,65,78
903,sneasler,fighting,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/903.png,80,130,60,120
904,overqwil,dark,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/904.png,85,115,95,85
905,enamorus-incarnate,fairy,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/905.png,74,115,70,106
906,sprigatito,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/906.png,40,61,54,65
907,floragato,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/907.png,61,80,63,83
908,meowscarada,grass,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/908.png,76,110,70,123
909,fuecoco,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/909.png,67,45,59,36
910,crocalor,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/910.png,81,55,78,49
911,skeledirge,fire,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/911.png,104,75,100,66
912,quaxly,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/912.png,55,65,45,50
913,quaxwell,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/913.png,70,85,65,65
914,quaquaval,water,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/914.png,85,120,80,85
915,lechonk,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/915.png,54,45,40,35
916,oinkologne-male,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/916.png,110,100,75,65
917,tarountula,bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/917.png,35,41,45,20
918,spidops,bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/918.png,60,79,92,35
919,nymble,bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/919.png,33,46,40,45
920,lokix,bug,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/920.png,71,102,78,92
921,pawmi,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/921.png,45,50,20,60
922,pawmo,electric,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/922.png,60,75,40,85
923,pawmot,electric,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/923.png,70,115,70,105
924,tandemaus,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/924.png,50,50,45,75
925,maushold-family-of-four,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/925.png,74,75,70,111
926,fidough,fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/926.png,37,55,70,65
927,dachsbun,fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/927.png,57,80,115,95
928,smoliv,grass,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/928.png,41,35,45,30
